Time,Quadrant,Color,Type
35.4,2,Red,Exit
35.4,4,Red,Entry
35.4,2,Red,Exit
35.4,4,Red,Entry
35.4,4,Red,Exit
35.4,3,Red,Entry
35.4,2,Red,Exit
35.4,3,Red,Entry
35.4,2,Red,Exit
35.4,3,Red,Entry
35.4,2,Red,Exit
35.4,3,Red,Entry
35.4,4,Red,Exit
35.4,2,Red,Entry
35.4,3,Red,Exit
35.4,2,Red,Entry
35.4,3,Red,Exit
35.4,2,Red,Entry
35.4,4,Red,Exit
35.4,2,Red,Entry
35.4,3,Red,Exit
35.4,2,Red,Entry
35.4,3,Red,Exit
35.4,2,Red,Entry
35.4,2,Blue,Exit
35.4,4,Blue,Entry
35.4,2,Blue,Exit
35.4,4,Blue,Entry
35.4,2,Blue,Exit
35.4,4,Blue,Entry
35.4,2,Blue,Exit
35.4,4,Blue,Entry
35.4,4,Blue,Exit
35.4,2,Blue,Entry
35.4,4,Blue,Exit
35.4,2,Blue,Entry
35.4,4,Blue,Exit
35.4,2,Blue,Entry
35.4,4,Blue,Exit
35.4,2,Blue,Entry
35.45,3,Red,Exit
35.45,4,Red,Entry
35.45,2,Red,Exit
35.45,4,Red,Entry
35.45,2,Red,Exit
35.45,4,Red,Entry
35.45,4,Red,Exit
35.45,3,Red,Entry
35.45,2,Red,Exit
35.45,3,Red,Entry
35.45,2,Red,Exit
35.45,3,Red,Entry
35.45,4,Red,Exit
35.45,2,Red,Entry
35.45,3,Red,Exit
35.45,2,Red,Entry
35.45,2,Blue,Exit
35.45,4,Blue,Entry
35.45,2,Blue,Exit
35.45,4,Blue,Entry
35.45,2,Blue,Exit
35.45,4,Blue,Entry
35.45,2,Blue,Exit
35.45,4,Blue,Entry
35.45,4,Blue,Exit
35.45,2,Blue,Entry
35.45,4,Blue,Exit
35.45,2,Blue,Entry
35.45,4,Blue,Exit
35.45,2,Blue,Entry
35.45,4,Blue,Exit
35.45,2,Blue,Entry
35.5,4,Red,Exit
35.5,2,Red,Entry
35.5,3,Red,Exit
35.5,2,Red,Entry
35.5,2,Blue,Exit
35.5,4,Blue,Entry
35.5,2,Blue,Exit
35.5,4,Blue,Entry
35.5,2,Blue,Exit
35.5,4,Blue,Entry
35.5,2,Blue,Exit
35.5,4,Blue,Entry
35.5,4,Blue,Exit
35.5,2,Blue,Entry
35.5,4,Blue,Exit
35.5,2,Blue,Entry
35.5,4,Blue,Exit
35.5,2,Blue,Entry
35.5,4,Blue,Exit
35.5,2,Blue,Entry
35.55,2,Red,Exit
35.55,1,Red,Entry
35.55,2,Blue,Exit
35.55,4,Blue,Entry
35.55,2,Blue,Exit
35.55,4,Blue,Entry
35.55,2,Blue,Exit
35.55,4,Blue,Entry
35.55,2,Blue,Exit
35.55,4,Blue,Entry
35.55,4,Blue,Exit
35.55,2,Blue,Entry
35.55,4,Blue,Exit
35.55,2,Blue,Entry
35.55,4,Blue,Exit
35.55,2,Blue,Entry
35.55,4,Blue,Exit
35.55,2,Blue,Entry
35.6,1,Red,Exit
35.6,4,Red,Entry
35.6,2,Red,Exit
35.6,4,Red,Entry
35.6,1,Red,Exit
35.6,2,Red,Entry
35.6,2,Red,Exit
35.6,1,Red,Entry
35.6,1,Red,Exit
35.6,2,Red,Entry
35.6,1,Red,Exit
35.6,2,Red,Entry
35.6,2,Blue,Exit
35.6,4,Blue,Entry
35.6,2,Blue,Exit
35.6,4,Blue,Entry
35.6,2,Blue,Exit
35.6,4,Blue,Entry
35.6,2,Blue,Exit
35.6,4,Blue,Entry
35.6,4,Blue,Exit
35.6,2,Blue,Entry
35.6,4,Blue,Exit
35.6,2,Blue,Entry
35.6,4,Blue,Exit
35.6,2,Blue,Entry
35.6,4,Blue,Exit
35.6,2,Blue,Entry
35.65,2,Red,Exit
35.65,4,Red,Entry
35.65,1,Red,Exit
35.65,4,Red,Entry
35.65,2,Red,Exit
35.65,4,Red,Entry
35.65,2,Red,Exit
35.65,4,Red,Entry
35.65,4,Red,Exit
35.65,3,Red,Entry
35.65,2,Red,Exit
35.65,3,Red,Entry
35.65,1,Red,Exit
35.65,3,Red,Entry
35.65,2,Red,Exit
35.65,3,Red,Entry
35.65,2,Red,Exit
35.65,3,Red,Entry
35.65,4,Red,Exit
35.65,2,Red,Entry
35.65,1,Red,Exit
35.65,2,Red,Entry
35.65,2,Blue,Exit
35.65,4,Blue,Entry
35.65,2,Blue,Exit
35.65,4,Blue,Entry
35.65,2,Blue,Exit
35.65,4,Blue,Entry
35.65,2,Blue,Exit
35.65,4,Blue,Entry
35.65,4,Blue,Exit
35.65,2,Blue,Entry
35.65,4,Blue,Exit
35.65,2,Blue,Entry
35.65,4,Blue,Exit
35.65,2,Blue,Entry
35.65,4,Blue,Exit
35.65,2,Blue,Entry
35.7,3,Red,Exit
35.7,4,Red,Entry
35.7,2,Red,Exit
35.7,4,Red,Entry
35.7,4,Red,Exit
35.7,2,Red,Entry
35.7,3,Red,Exit
35.7,2,Red,Entry
35.7,2,Blue,Exit
35.7,4,Blue,Entry
35.7,2,Blue,Exit
35.7,4,Blue,Entry
35.7,2,Blue,Exit
35.7,4,Blue,Entry
35.7,2,Blue,Exit
35.7,4,Blue,Entry
35.7,4,Blue,Exit
35.7,2,Blue,Entry
35.7,4,Blue,Exit
35.7,2,Blue,Entry
35.7,4,Blue,Exit
35.7,2,Blue,Entry
35.7,4,Blue,Exit
35.7,2,Blue,Entry
35.75,2,Red,Exit
35.75,4,Red,Entry
35.75,4,Red,Exit
35.75,3,Red,Entry
35.75,2,Red,Exit
35.75,3,Red,Entry
35.75,4,Red,Exit
35.75,2,Red,Entry
35.75,2,Blue,Exit
35.75,4,Blue,Entry
35.75,2,Blue,Exit
35.75,4,Blue,Entry
35.75,2,Blue,Exit
35.75,4,Blue,Entry
35.75,2,Blue,Exit
35.75,4,Blue,Entry
35.75,4,Blue,Exit
35.75,2,Blue,Entry
35.75,4,Blue,Exit
35.75,2,Blue,Entry
35.75,4,Blue,Exit
35.75,2,Blue,Entry
35.75,4,Blue,Exit
35.75,2,Blue,Entry
35.8,3,Red,Exit
35.8,4,Red,Entry
35.8,2,Red,Exit
35.8,4,Red,Entry
35.8,4,Red,Exit
35.8,2,Red,Entry
35.8,3,Red,Exit
35.8,2,Red,Entry
35.8,4,Red,Exit
35.8,2,Red,Entry
35.8,3,Red,Exit
35.8,2,Red,Entry
35.8,2,Blue,Exit
35.8,4,Blue,Entry
35.8,2,Blue,Exit
35.8,4,Blue,Entry
35.8,2,Blue,Exit
35.8,4,Blue,Entry
35.8,2,Blue,Exit
35.8,4,Blue,Entry
35.8,4,Blue,Exit
35.8,2,Blue,Entry
35.8,4,Blue,Exit
35.8,2,Blue,Entry
35.8,4,Blue,Exit
35.8,2,Blue,Entry
35.8,4,Blue,Exit
35.8,2,Blue,Entry
35.85,2,Red,Exit
35.85,4,Red,Entry
35.85,2,Red,Exit
35.85,4,Red,Entry
35.85,4,Red,Exit
35.85,2,Red,Entry
35.85,4,Red,Exit
35.85,2,Red,Entry
35.85,2,Blue,Exit
35.85,4,Blue,Entry
35.85,2,Blue,Exit
35.85,4,Blue,Entry
35.85,2,Blue,Exit
35.85,4,Blue,Entry
35.85,2,Blue,Exit
35.85,4,Blue,Entry
35.85,4,Blue,Exit
35.85,2,Blue,Entry
35.85,4,Blue,Exit
35.85,2,Blue,Entry
35.85,4,Blue,Exit
35.85,2,Blue,Entry
35.85,4,Blue,Exit
35.85,2,Blue,Entry
35.9,2,Red,Exit
35.9,4,Red,Entry
35.9,2,Red,Exit
35.9,4,Red,Entry
35.9,4,Red,Exit
35.9,2,Red,Entry
35.9,4,Red,Exit
35.9,2,Red,Entry
35.9,2,Blue,Exit
35.9,4,Blue,Entry
35.9,2,Blue,Exit
35.9,4,Blue,Entry
35.9,2,Blue,Exit
35.9,4,Blue,Entry
35.9,2,Blue,Exit
35.9,4,Blue,Entry
35.9,4,Blue,Exit
35.9,2,Blue,Entry
35.9,4,Blue,Exit
35.9,2,Blue,Entry
35.9,4,Blue,Exit
35.9,2,Blue,Entry
35.9,4,Blue,Exit
35.9,2,Blue,Entry
35.95,2,Red,Exit
35.95,4,Red,Entry
35.95,2,Red,Exit
35.95,4,Red,Entry
35.95,2,Red,Exit
35.95,4,Red,Entry
35.95,2,Red,Exit
35.95,4,Red,Entry
35.95,4,Red,Exit
35.95,2,Red,Entry
35.95,4,Red,Exit
35.95,2,Red,Entry
35.95,2,Blue,Exit
35.95,4,Blue,Entry
35.95,2,Blue,Exit
35.95,4,Blue,Entry
35.95,2,Blue,Exit
35.95,4,Blue,Entry
35.95,2,Blue,Exit
35.95,4,Blue,Entry
35.95,4,Blue,Exit
35.95,2,Blue,Entry
35.95,4,Blue,Exit
35.95,2,Blue,Entry
35.95,4,Blue,Exit
35.95,2,Blue,Entry
35.95,4,Blue,Exit
35.95,2,Blue,Entry
36.0,2,Red,Exit
36.0,4,Red,Entry
36.0,2,Red,Exit
36.0,4,Red,Entry
36.0,4,Red,Exit
36.0,3,Red,Entry
36.0,4,Red,Exit
36.0,3,Red,Entry
36.0,2,Red,Exit
36.0,3,Red,Entry
36.0,2,Red,Exit
36.0,3,Red,Entry
36.0,4,Red,Exit
36.0,2,Red,Entry
36.0,4,Red,Exit
36.0,2,Red,Entry
36.0,2,Blue,Exit
36.0,4,Blue,Entry
36.0,2,Blue,Exit
36.0,4,Blue,Entry
36.0,2,Blue,Exit
36.0,4,Blue,Entry
36.0,2,Blue,Exit
36.0,4,Blue,Entry
36.0,4,Blue,Exit
36.0,2,Blue,Entry
36.0,4,Blue,Exit
36.0,2,Blue,Entry
36.0,4,Blue,Exit
36.0,2,Blue,Entry
36.0,4,Blue,Exit
36.0,2,Blue,Entry
36.05,3,Red,Exit
36.05,4,Red,Entry
36.05,2,Red,Exit
36.05,4,Red,Entry
36.05,4,Red,Exit
36.05,2,Red,Entry
36.05,3,Red,Exit
36.05,2,Red,Entry
36.05,4,Red,Exit
36.05,2,Red,Entry
36.05,3,Red,Exit
36.05,2,Red,Entry
36.05,2,Blue,Exit
36.05,4,Blue,Entry
36.05,2,Blue,Exit
36.05,4,Blue,Entry
36.05,2,Blue,Exit
36.05,4,Blue,Entry
36.05,2,Blue,Exit
36.05,4,Blue,Entry
36.05,4,Blue,Exit
36.05,2,Blue,Entry
36.05,4,Blue,Exit
36.05,2,Blue,Entry
36.05,4,Blue,Exit
36.05,2,Blue,Entry
36.05,4,Blue,Exit
36.05,2,Blue,Entry
36.1,4,Red,Exit
36.1,2,Red,Entry
36.1,2,Blue,Exit
36.1,4,Blue,Entry
36.1,2,Blue,Exit
36.1,4,Blue,Entry
36.1,2,Blue,Exit
36.1,4,Blue,Entry
36.1,2,Blue,Exit
36.1,4,Blue,Entry
36.1,4,Blue,Exit
36.1,2,Blue,Entry
36.1,4,Blue,Exit
36.1,2,Blue,Entry
36.1,4,Blue,Exit
36.1,2,Blue,Entry
36.1,4,Blue,Exit
36.1,2,Blue,Entry
36.15,2,Red,Exit
36.15,4,Red,Entry
36.15,2,Blue,Exit
36.15,4,Blue,Entry
36.15,2,Blue,Exit
36.15,4,Blue,Entry
36.15,2,Blue,Exit
36.15,4,Blue,Entry
36.15,2,Blue,Exit
36.15,4,Blue,Entry
36.15,4,Blue,Exit
36.15,2,Blue,Entry
36.15,4,Blue,Exit
36.15,2,Blue,Entry
36.15,4,Blue,Exit
36.15,2,Blue,Entry
36.15,4,Blue,Exit
36.15,2,Blue,Entry
36.2,2,Red,Exit
36.2,4,Red,Entry
36.2,4,Red,Exit
36.2,2,Red,Entry
36.2,4,Red,Exit
36.2,2,Red,Entry
36.2,2,Blue,Exit
36.2,4,Blue,Entry
36.2,2,Blue,Exit
36.2,4,Blue,Entry
36.2,2,Blue,Exit
36.2,4,Blue,Entry
36.2,2,Blue,Exit
36.2,4,Blue,Entry
36.2,4,Blue,Exit
36.2,2,Blue,Entry
36.2,4,Blue,Exit
36.2,2,Blue,Entry
36.2,4,Blue,Exit
36.2,2,Blue,Entry
36.2,4,Blue,Exit
36.2,2,Blue,Entry
36.25,2,Red,Exit
36.25,4,Red,Entry
36.25,2,Red,Exit
36.25,4,Red,Entry
36.25,4,Red,Exit
36.25,2,Red,Entry
36.25,4,Red,Exit
36.25,2,Red,Entry
36.25,2,Blue,Exit
36.25,4,Blue,Entry
36.25,2,Blue,Exit
36.25,4,Blue,Entry
36.25,2,Blue,Exit
36.25,4,Blue,Entry
36.25,2,Blue,Exit
36.25,4,Blue,Entry
36.25,4,Blue,Exit
36.25,2,Blue,Entry
36.25,4,Blue,Exit
36.25,2,Blue,Entry
36.25,4,Blue,Exit
36.25,2,Blue,Entry
36.25,4,Blue,Exit
36.25,2,Blue,Entry
36.3,2,Red,Exit
36.3,4,Red,Entry
36.3,2,Red,Exit
36.3,4,Red,Entry
36.3,2,Red,Exit
36.3,4,Red,Entry
36.3,2,Red,Exit
36.3,4,Red,Entry
36.3,2,Red,Exit
36.3,4,Red,Entry
36.3,2,Red,Exit
36.3,4,Red,Entry
36.3,4,Red,Exit
36.3,2,Red,Entry
36.3,2,Blue,Exit
36.3,4,Blue,Entry
36.3,2,Blue,Exit
36.3,4,Blue,Entry
36.3,2,Blue,Exit
36.3,4,Blue,Entry
36.3,2,Blue,Exit
36.3,4,Blue,Entry
36.3,4,Blue,Exit
36.3,2,Blue,Entry
36.3,4,Blue,Exit
36.3,2,Blue,Entry
36.3,4,Blue,Exit
36.3,2,Blue,Entry
36.3,4,Blue,Exit
36.3,2,Blue,Entry
36.35,2,Red,Exit
36.35,4,Red,Entry
36.35,2,Red,Exit
36.35,4,Red,Entry
36.35,4,Red,Exit
36.35,2,Red,Entry
36.35,4,Red,Exit
36.35,2,Red,Entry
36.35,4,Red,Exit
36.35,2,Red,Entry
36.35,4,Red,Exit
36.35,2,Red,Entry
36.35,4,Red,Exit
36.35,2,Red,Entry
36.35,4,Red,Exit
36.35,2,Red,Entry
36.35,2,Blue,Exit
36.35,4,Blue,Entry
36.35,2,Blue,Exit
36.35,4,Blue,Entry
36.35,2,Blue,Exit
36.35,4,Blue,Entry
36.35,2,Blue,Exit
36.35,4,Blue,Entry
36.35,4,Blue,Exit
36.35,2,Blue,Entry
36.35,4,Blue,Exit
36.35,2,Blue,Entry
36.35,4,Blue,Exit
36.35,2,Blue,Entry
36.35,4,Blue,Exit
36.35,2,Blue,Entry
36.4,2,Red,Exit
36.4,4,Red,Entry
36.4,2,Red,Exit
36.4,4,Red,Entry
36.4,2,Red,Exit
36.4,4,Red,Entry
36.4,2,Red,Exit
36.4,4,Red,Entry
36.4,4,Red,Exit
36.4,2,Red,Entry
36.4,4,Red,Exit
36.4,2,Red,Entry
36.4,4,Red,Exit
36.4,2,Red,Entry
36.4,4,Red,Exit
36.4,2,Red,Entry
36.4,2,Blue,Exit
36.4,4,Blue,Entry
36.4,2,Blue,Exit
36.4,4,Blue,Entry
36.4,2,Blue,Exit
36.4,4,Blue,Entry
36.4,2,Blue,Exit
36.4,4,Blue,Entry
36.4,4,Blue,Exit
36.4,2,Blue,Entry
36.4,4,Blue,Exit
36.4,2,Blue,Entry
36.4,4,Blue,Exit
36.4,2,Blue,Entry
36.4,4,Blue,Exit
36.4,2,Blue,Entry
36.45,2,Red,Exit
36.45,4,Red,Entry
36.45,2,Red,Exit
36.45,4,Red,Entry
36.45,2,Red,Exit
36.45,4,Red,Entry
36.45,2,Red,Exit
36.45,4,Red,Entry
36.45,4,Red,Exit
36.45,2,Red,Entry
36.45,4,Red,Exit
36.45,2,Red,Entry
36.45,2,Blue,Exit
36.45,4,Blue,Entry
36.45,2,Blue,Exit
36.45,4,Blue,Entry
36.45,2,Blue,Exit
36.45,4,Blue,Entry
36.45,2,Blue,Exit
36.45,4,Blue,Entry
36.45,4,Blue,Exit
36.45,2,Blue,Entry
36.45,4,Blue,Exit
36.45,2,Blue,Entry
36.45,4,Blue,Exit
36.45,2,Blue,Entry
36.45,4,Blue,Exit
36.45,2,Blue,Entry
36.5,2,Red,Exit
36.5,4,Red,Entry
36.5,2,Red,Exit
36.5,4,Red,Entry
36.5,4,Red,Exit
36.5,2,Red,Entry
36.5,4,Red,Exit
36.5,2,Red,Entry
36.5,4,Red,Exit
36.5,2,Red,Entry
36.5,4,Red,Exit
36.5,2,Red,Entry
36.5,2,Blue,Exit
36.5,4,Blue,Entry
36.5,2,Blue,Exit
36.5,4,Blue,Entry
36.5,2,Blue,Exit
36.5,4,Blue,Entry
36.5,2,Blue,Exit
36.5,4,Blue,Entry
36.5,4,Blue,Exit
36.5,2,Blue,Entry
36.5,4,Blue,Exit
36.5,2,Blue,Entry
36.5,4,Blue,Exit
36.5,2,Blue,Entry
36.5,4,Blue,Exit
36.5,2,Blue,Entry
36.55,4,Red,Exit
36.55,2,Red,Entry
36.55,4,Red,Exit
36.55,2,Red,Entry
36.55,4,Red,Exit
36.55,2,Red,Entry
36.55,4,Red,Exit
36.55,2,Red,Entry
36.55,2,Blue,Exit
36.55,4,Blue,Entry
36.55,2,Blue,Exit
36.55,4,Blue,Entry
36.55,2,Blue,Exit
36.55,4,Blue,Entry
36.55,2,Blue,Exit
36.55,4,Blue,Entry
36.55,4,Blue,Exit
36.55,2,Blue,Entry
36.55,4,Blue,Exit
36.55,2,Blue,Entry
36.55,4,Blue,Exit
36.55,2,Blue,Entry
36.55,4,Blue,Exit
36.55,2,Blue,Entry
36.6,2,Red,Exit
36.6,4,Red,Entry
36.6,2,Red,Exit
36.6,4,Red,Entry
36.6,2,Red,Exit
36.6,3,Red,Entry
36.6,2,Red,Exit
36.6,3,Red,Entry
36.6,2,Blue,Exit
36.6,4,Blue,Entry
36.6,2,Blue,Exit
36.6,4,Blue,Entry
36.6,2,Blue,Exit
36.6,4,Blue,Entry
36.6,2,Blue,Exit
36.6,4,Blue,Entry
36.6,4,Blue,Exit
36.6,2,Blue,Entry
36.6,4,Blue,Exit
36.6,2,Blue,Entry
36.6,4,Blue,Exit
36.6,2,Blue,Entry
36.6,4,Blue,Exit
36.6,2,Blue,Entry
36.65,3,Red,Exit
36.65,4,Red,Entry
36.65,2,Red,Exit
36.65,4,Red,Entry
36.65,2,Red,Exit
36.65,4,Red,Entry
36.65,4,Red,Exit
36.65,2,Red,Entry
36.65,3,Red,Exit
36.65,2,Red,Entry
36.65,4,Red,Exit
36.65,2,Red,Entry
36.65,3,Red,Exit
36.65,2,Red,Entry
36.65,2,Blue,Exit
36.65,4,Blue,Entry
36.65,2,Blue,Exit
36.65,4,Blue,Entry
36.65,2,Blue,Exit
36.65,4,Blue,Entry
36.65,2,Blue,Exit
36.65,4,Blue,Entry
36.65,4,Blue,Exit
36.65,2,Blue,Entry
36.65,4,Blue,Exit
36.65,2,Blue,Entry
36.65,4,Blue,Exit
36.65,2,Blue,Entry
36.65,4,Blue,Exit
36.65,2,Blue,Entry
36.7,2,Red,Exit
36.7,4,Red,Entry
36.7,2,Red,Exit
36.7,4,Red,Entry
36.7,2,Red,Exit
36.7,4,Red,Entry
36.7,2,Red,Exit
36.7,4,Red,Entry
36.7,2,Red,Exit
36.7,4,Red,Entry
36.7,2,Red,Exit
36.7,4,Red,Entry
36.7,4,Red,Exit
36.7,2,Red,Entry
36.7,4,Red,Exit
36.7,2,Red,Entry
36.7,2,Blue,Exit
36.7,4,Blue,Entry
36.7,2,Blue,Exit
36.7,4,Blue,Entry
36.7,2,Blue,Exit
36.7,4,Blue,Entry
36.7,2,Blue,Exit
36.7,4,Blue,Entry
36.7,4,Blue,Exit
36.7,2,Blue,Entry
36.7,4,Blue,Exit
36.7,2,Blue,Entry
36.7,4,Blue,Exit
36.7,2,Blue,Entry
36.7,4,Blue,Exit
36.7,2,Blue,Entry
36.75,2,Red,Exit
36.75,4,Red,Entry
36.75,2,Red,Exit
36.75,4,Red,Entry
36.75,2,Red,Exit
36.75,4,Red,Entry
36.75,2,Red,Exit
36.75,4,Red,Entry
36.75,2,Red,Exit
36.75,4,Red,Entry
36.75,2,Red,Exit
36.75,4,Red,Entry
36.75,4,Red,Exit
36.75,3,Red,Entry
36.75,4,Red,Exit
36.75,3,Red,Entry
36.75,4,Red,Exit
36.75,3,Red,Entry
36.75,2,Red,Exit
36.75,3,Red,Entry
36.75,2,Red,Exit
36.75,3,Red,Entry
36.75,4,Red,Exit
36.75,2,Red,Entry
36.75,4,Red,Exit
36.75,2,Red,Entry
36.75,4,Red,Exit
36.75,2,Red,Entry
36.75,4,Red,Exit
36.75,2,Red,Entry
36.75,4,Red,Exit
36.75,2,Red,Entry
36.75,4,Red,Exit
36.75,2,Red,Entry
36.75,2,Blue,Exit
36.75,4,Blue,Entry
36.75,2,Blue,Exit
36.75,4,Blue,Entry
36.75,2,Blue,Exit
36.75,4,Blue,Entry
36.75,2,Blue,Exit
36.75,4,Blue,Entry
36.75,4,Blue,Exit
36.75,2,Blue,Entry
36.75,4,Blue,Exit
36.75,2,Blue,Entry
36.75,4,Blue,Exit
36.75,2,Blue,Entry
36.75,4,Blue,Exit
36.75,2,Blue,Entry
36.8,3,Red,Exit
36.8,4,Red,Entry
36.8,2,Red,Exit
36.8,4,Red,Entry
36.8,2,Red,Exit
36.8,4,Red,Entry
36.8,3,Red,Exit
36.8,4,Red,Entry
36.8,2,Red,Exit
36.8,4,Red,Entry
36.8,2,Red,Exit
36.8,4,Red,Entry
36.8,4,Red,Exit
36.8,3,Red,Entry
36.8,4,Red,Exit
36.8,3,Red,Entry
36.8,4,Red,Exit
36.8,3,Red,Entry
36.8,2,Red,Exit
36.8,3,Red,Entry
36.8,2,Red,Exit
36.8,3,Red,Entry
36.8,4,Red,Exit
36.8,2,Red,Entry
36.8,4,Red,Exit
36.8,2,Red,Entry
36.8,4,Red,Exit
36.8,2,Red,Entry
36.8,3,Red,Exit
36.8,2,Red,Entry
36.8,4,Red,Exit
36.8,2,Red,Entry
36.8,4,Red,Exit
36.8,2,Red,Entry
36.8,4,Red,Exit
36.8,2,Red,Entry
36.8,3,Red,Exit
36.8,2,Red,Entry
36.8,2,Blue,Exit
36.8,4,Blue,Entry
36.8,2,Blue,Exit
36.8,4,Blue,Entry
36.8,2,Blue,Exit
36.8,4,Blue,Entry
36.8,2,Blue,Exit
36.8,4,Blue,Entry
36.8,4,Blue,Exit
36.8,2,Blue,Entry
36.8,4,Blue,Exit
36.8,2,Blue,Entry
36.8,4,Blue,Exit
36.8,2,Blue,Entry
36.8,4,Blue,Exit
36.8,2,Blue,Entry
36.85,3,Red,Exit
36.85,4,Red,Entry
36.85,2,Red,Exit
36.85,4,Red,Entry
36.85,2,Red,Exit
36.85,4,Red,Entry
36.85,4,Red,Exit
36.85,3,Red,Entry
36.85,4,Red,Exit
36.85,3,Red,Entry
36.85,2,Red,Exit
36.85,3,Red,Entry
36.85,2,Red,Exit
36.85,3,Red,Entry
36.85,4,Red,Exit
36.85,2,Red,Entry
36.85,4,Red,Exit
36.85,2,Red,Entry
36.85,3,Red,Exit
36.85,2,Red,Entry
36.85,4,Red,Exit
36.85,2,Red,Entry
36.85,4,Red,Exit
36.85,2,Red,Entry
36.85,3,Red,Exit
36.85,2,Red,Entry
36.85,2,Blue,Exit
36.85,4,Blue,Entry
36.85,2,Blue,Exit
36.85,4,Blue,Entry
36.85,2,Blue,Exit
36.85,4,Blue,Entry
36.85,2,Blue,Exit
36.85,4,Blue,Entry
36.85,4,Blue,Exit
36.85,2,Blue,Entry
36.85,4,Blue,Exit
36.85,2,Blue,Entry
36.85,4,Blue,Exit
36.85,2,Blue,Entry
36.85,4,Blue,Exit
36.85,2,Blue,Entry
36.9,3,Red,Exit
36.9,4,Red,Entry
36.9,2,Red,Exit
36.9,4,Red,Entry
36.9,2,Red,Exit
36.9,4,Red,Entry
36.9,3,Red,Exit
36.9,4,Red,Entry
36.9,2,Red,Exit
36.9,4,Red,Entry
36.9,2,Red,Exit
36.9,4,Red,Entry
36.9,2,Blue,Exit
36.9,4,Blue,Entry
36.9,2,Blue,Exit
36.9,4,Blue,Entry
36.9,2,Blue,Exit
36.9,4,Blue,Entry
36.9,2,Blue,Exit
36.9,4,Blue,Entry
36.9,4,Blue,Exit
36.9,2,Blue,Entry
36.9,4,Blue,Exit
36.9,2,Blue,Entry
36.9,4,Blue,Exit
36.9,2,Blue,Entry
36.9,4,Blue,Exit
36.9,2,Blue,Entry
36.95,4,Red,Exit
36.95,2,Red,Entry
36.95,4,Red,Exit
36.95,2,Red,Entry
36.95,4,Red,Exit
36.95,2,Red,Entry
36.95,4,Red,Exit
36.95,2,Red,Entry
36.95,2,Blue,Exit
36.95,4,Blue,Entry
36.95,2,Blue,Exit
36.95,4,Blue,Entry
36.95,2,Blue,Exit
36.95,4,Blue,Entry
36.95,2,Blue,Exit
36.95,4,Blue,Entry
36.95,4,Blue,Exit
36.95,2,Blue,Entry
36.95,4,Blue,Exit
36.95,2,Blue,Entry
36.95,4,Blue,Exit
36.95,2,Blue,Entry
36.95,4,Blue,Exit
36.95,2,Blue,Entry
37.0,2,Red,Exit
37.0,4,Red,Entry
37.0,2,Red,Exit
37.0,4,Red,Entry
37.0,2,Red,Exit
37.0,4,Red,Entry
37.0,2,Red,Exit
37.0,4,Red,Entry
37.0,4,Red,Exit
37.0,3,Red,Entry
37.0,2,Red,Exit
37.0,3,Red,Entry
37.0,2,Red,Exit
37.0,3,Red,Entry
37.0,4,Red,Exit
37.0,2,Red,Entry
37.0,2,Blue,Exit
37.0,4,Blue,Entry
37.0,2,Blue,Exit
37.0,4,Blue,Entry
37.0,2,Blue,Exit
37.0,4,Blue,Entry
37.0,2,Blue,Exit
37.0,4,Blue,Entry
37.0,4,Blue,Exit
37.0,2,Blue,Entry
37.0,4,Blue,Exit
37.0,2,Blue,Entry
37.0,4,Blue,Exit
37.0,2,Blue,Entry
37.0,4,Blue,Exit
37.0,2,Blue,Entry
37.05,3,Red,Exit
37.05,4,Red,Entry
37.05,2,Red,Exit
37.05,4,Red,Entry
37.05,4,Red,Exit
37.05,3,Red,Entry
37.05,4,Red,Exit
37.05,3,Red,Entry
37.05,2,Red,Exit
37.05,3,Red,Entry
37.05,4,Red,Exit
37.05,2,Red,Entry
37.05,4,Red,Exit
37.05,2,Red,Entry
37.05,3,Red,Exit
37.05,2,Red,Entry
37.05,2,Blue,Exit
37.05,4,Blue,Entry
37.05,2,Blue,Exit
37.05,4,Blue,Entry
37.05,2,Blue,Exit
37.05,4,Blue,Entry
37.05,2,Blue,Exit
37.05,4,Blue,Entry
37.05,4,Blue,Exit
37.05,2,Blue,Entry
37.05,4,Blue,Exit
37.05,2,Blue,Entry
37.05,4,Blue,Exit
37.05,2,Blue,Entry
37.05,4,Blue,Exit
37.05,2,Blue,Entry
37.1,4,Red,Exit
37.1,3,Red,Entry
37.1,2,Red,Exit
37.1,3,Red,Entry
37.1,4,Red,Exit
37.1,3,Red,Entry
37.1,2,Red,Exit
37.1,3,Red,Entry
37.1,4,Red,Exit
37.1,2,Red,Entry
37.1,3,Red,Exit
37.1,2,Red,Entry
37.1,2,Blue,Exit
37.1,4,Blue,Entry
37.1,2,Blue,Exit
37.1,4,Blue,Entry
37.1,2,Blue,Exit
37.1,4,Blue,Entry
37.1,2,Blue,Exit
37.1,4,Blue,Entry
37.1,4,Blue,Exit
37.1,2,Blue,Entry
37.1,4,Blue,Exit
37.1,2,Blue,Entry
37.1,4,Blue,Exit
37.1,2,Blue,Entry
37.1,4,Blue,Exit
37.1,2,Blue,Entry
37.15,2,Red,Exit
37.15,3,Red,Entry
37.15,3,Red,Exit
37.15,4,Red,Entry
37.15,3,Red,Exit
37.15,4,Red,Entry
37.15,2,Red,Exit
37.15,4,Red,Entry
37.15,2,Blue,Exit
37.15,4,Blue,Entry
37.15,2,Blue,Exit
37.15,4,Blue,Entry
